name,tourism,geometry,latitude,longitude
Speed Camera,speed_camera,POINT (119.95137 26.160198),26.160198,119.95137
Speed Camera,speed_camera,POINT (119.99763 26.223022),26.223022,119.99763
Speed Camera,speed_camera,POINT (119.97415 26.216692),26.216692,119.97415
Speed Camera,speed_camera,POINT (118.29999 24.411718),24.411718,118.29999
Speed Camera,speed_camera,POINT (118.31096 24.419662),24.419662,118.31096
Speed Camera,speed_camera,POINT (118.31264 24.422647),24.422647,118.31264
Speed Camera,speed_camera,POINT (118.32414 24.413134),24.413134,118.32414
Speed Camera,speed_camera,POINT (118.40696 24.486645),24.486645,118.40696
Speed Camera,speed_camera,POINT (118.419556 24.47699),24.47699,118.419556
Speed Camera,speed_camera,POINT (118.370316 24.44133),24.44133,118.370316
Speed Camera,speed_camera,POINT (118.38353 24.449205),24.449205,118.38353
Speed Camera,speed_camera,POINT (118.4034 24.437878),24.437878,118.4034
Speed Camera,speed_camera,POINT (118.40811 24.44457),24.44457,118.40811
Speed Camera,speed_camera,POINT (118.41738 24.446644),24.446644,118.41738
Speed Camera,speed_camera,POINT (118.43421 24.419786),24.419786,118.43421
Speed Camera,speed_camera,POINT (118.309654 24.449041),24.449041,118.309654
Speed Camera,speed_camera,POINT (118.33072 24.448359),24.448359,118.33072
Speed Camera,speed_camera,POINT (118.3318 24.416346),24.416346,118.3318
Speed Camera,speed_camera,POINT (118.337685 24.430235),24.430235,118.337685
Speed Camera,speed_camera,POINT (118.33837 24.44981),24.44981,118.33837
Speed Camera,speed_camera,POINT (118.340614 24.441227),24.441227,118.340614
Speed Camera,speed_camera,POINT (118.34236 24.4258),24.4258,118.34236
Speed Camera,speed_camera,POINT (118.35565 24.436016),24.436016,118.35565
Speed Camera,speed_camera,POINT (118.35793 24.453362),24.453362,118.35793
Speed Camera,speed_camera,POINT (118.43147 24.458809),24.458809,118.43147
Speed Camera,speed_camera,POINT (121.75933 24.778543),24.778543,121.75933
Speed Camera,speed_camera,POINT (121.76105 24.738028),24.738028,121.76105
Speed Camera,speed_camera,POINT (121.76466 24.71843),24.71843,121.76466
Speed Camera,speed_camera,POINT (121.770744 24.767035),24.767035,121.770744
Speed Camera,speed_camera,POINT (121.771355 24.756819),24.756819,121.771355
Speed Camera,speed_camera,POINT (121.77163 24.74875),24.74875,121.77163
Speed Camera,speed_camera,POINT (121.77766 24.749315),24.749315,121.77766
Speed Camera,speed_camera,POINT (121.78176 24.744093),24.744093,121.78176
Speed Camera,speed_camera,POINT (121.76142 24.68059),24.68059,121.76142
Speed Camera,speed_camera,POINT (121.78949 24.672573),24.672573,121.78949
Speed Camera,speed_camera,POINT (121.821266 24.615463),24.615463,121.821266
Speed Camera,speed_camera,POINT (121.83023 24.490236),24.490236,121.83023
Speed Camera,speed_camera,POINT (121.83417 24.60313),24.60313,121.83417
Speed Camera,speed_camera,POINT (121.84039 24.551931),24.551931,121.84039
Speed Camera,speed_camera,POINT (121.84053 24.59536),24.59536,121.84053
Speed Camera,speed_camera,POINT (121.84233 24.560524),24.560524,121.84233
Speed Camera,speed_camera,POINT (121.85278 24.611954),24.611954,121.85278
Speed Camera,speed_camera,POINT (121.856255 24.598513),24.598513,121.856255
Speed Camera,speed_camera,POINT (121.8595 24.590792),24.590792,121.8595
Speed Camera,speed_camera,POINT (121.77586 24.865316),24.865316,121.77586
Speed Camera,speed_camera,POINT (121.77586 24.865316),24.865316,121.77586
Speed Camera,speed_camera,POINT (121.79265 24.84562),24.84562,121.79265
Speed Camera,speed_camera,POINT (121.79389 24.849024),24.849024,121.79389
Speed Camera,speed_camera,POINT (121.79389 24.849024),24.849024,121.79389
Speed Camera,speed_camera,POINT (121.79389 24.849024),24.849024,121.79389
Speed Camera,speed_camera,POINT (121.79603 24.84921),24.84921,121.79603
Speed Camera,speed_camera,POINT (121.80138 24.828068),24.828068,121.80138
Speed Camera,speed_camera,POINT (121.82069 24.824112),24.824112,121.82069
Speed Camera,speed_camera,POINT (121.83554 24.871765),24.871765,121.83554
Speed Camera,speed_camera,POINT (121.85049 24.891298),24.891298,121.85049
Speed Camera,speed_camera,POINT (121.86346 24.900974),24.900974,121.86346
Speed Camera,speed_camera,POINT (121.87091 24.906073),24.906073,121.87091
Speed Camera,speed_camera,POINT (121.90011 24.941515),24.941515,121.90011
Speed Camera,speed_camera,POINT (121.92609 24.970085),24.970085,121.92609
Speed Camera,speed_camera,POINT (121.780426 24.791037),24.791037,121.780426
Speed Camera,speed_camera,POINT (121.78401 24.8297),24.8297,121.78401
Speed Camera,speed_camera,POINT (121.784225 24.789581),24.789581,121.784225
Speed Camera,speed_camera,POINT (121.810684 24.818115),24.818115,121.810684
Speed Camera,speed_camera,POINT (121.77852 24.766775),24.766775,121.77852
Speed Camera,speed_camera,POINT (121.783035 24.720304),24.720304,121.783035
Speed Camera,speed_camera,POINT (121.80265 24.719269),24.719269,121.80265
Speed Camera,speed_camera,POINT (121.808556 24.727465),24.727465,121.808556
Speed Camera,speed_camera,POINT (121.81548 24.758747),24.758747,121.81548
Speed Camera,speed_camera,POINT (121.816315 24.746742),24.746742,121.816315
Speed Camera,speed_camera,POINT (121.81658 24.79972),24.79972,121.81658
Speed Camera,speed_camera,POINT (121.81915 24.73036),24.73036,121.81915
Speed Camera,speed_camera,POINT (121.700935 24.717842),24.717842,121.700935
Speed Camera,speed_camera,POINT (121.709625 24.707457),24.707457,121.709625
Speed Camera,speed_camera,POINT (121.71639 24.732752),24.732752,121.71639
Speed Camera,speed_camera,POINT (121.717964 24.720016),24.720016,121.717964
Speed Camera,speed_camera,POINT (121.71865 24.71743),24.71743,121.71865
Speed Camera,speed_camera,POINT (121.738594 24.714243),24.714243,121.738594
Speed Camera,speed_camera,POINT (121.748116 24.719),24.719,121.748116
Speed Camera,speed_camera,POINT (121.78557 24.645603),24.645603,121.78557
Speed Camera,speed_camera,POINT (121.76619 24.710798),24.710798,121.76619
Speed Camera,speed_camera,POINT (121.78074 24.703253),24.703253,121.78074
Speed Camera,speed_camera,POINT (121.791145 24.688986),24.688986,121.791145
Speed Camera,speed_camera,POINT (121.79258 24.683813),24.683813,121.79258
Speed Camera,speed_camera,POINT (121.79319 24.680323),24.680323,121.79319
Speed Camera,speed_camera,POINT (121.80519 24.673485),24.673485,121.80519
Speed Camera,speed_camera,POINT (121.81058 24.709387),24.709387,121.81058
Speed Camera,speed_camera,POINT (121.82835 24.664686),24.664686,121.82835
Speed Camera,speed_camera,POINT (121.67725 24.677273),24.677273,121.67725
Speed Camera,speed_camera,POINT (121.697624 24.667261),24.667261,121.697624
Speed Camera,speed_camera,POINT (121.71217 24.670204),24.670204,121.71217
Speed Camera,speed_camera,POINT (121.71839 24.687069),24.687069,121.71839
Speed Camera,speed_camera,POINT (121.72788 24.69807),24.69807,121.72788
Speed Camera,speed_camera,POINT (121.72893 24.696066),24.696066,121.72893
Speed Camera,speed_camera,POINT (121.74223 24.700827),24.700827,121.74223
Speed Camera,speed_camera,POINT (121.7648 24.330963),24.330963,121.7648
Speed Camera,speed_camera,POINT (121.76504 24.332409),24.332409,121.76504
Speed Camera,speed_camera,POINT (121.7668 24.347893),24.347893,121.7668
Speed Camera,speed_camera,POINT (121.771545 24.355694),24.355694,121.771545
Speed Camera,speed_camera,POINT (121.77481 24.433311),24.433311,121.77481
Speed Camera,speed_camera,POINT (121.77798 24.365217),24.365217,121.77798
Speed Camera,speed_camera,POINT (121.77935 24.366602),24.366602,121.77935
Speed Camera,speed_camera,POINT (121.780174 24.426088),24.426088,121.780174
Speed Camera,speed_camera,POINT (121.780304 24.369637),24.369637,121.780304
Speed Camera,speed_camera,POINT (121.780426 24.369045),24.369045,121.780426
Speed Camera,speed_camera,POINT (121.78068 24.42525),24.42525,121.78068
Speed Camera,speed_camera,POINT (121.78324 24.377888),24.377888,121.78324
Speed Camera,speed_camera,POINT (121.7837 24.378277),24.378277,121.7837
Speed Camera,speed_camera,POINT (121.78547 24.390112),24.390112,121.78547
Speed Camera,speed_camera,POINT (121.785706 24.390938),24.390938,121.785706
Speed Camera,speed_camera,POINT (121.78592 24.401218),24.401218,121.78592
Speed Camera,speed_camera,POINT (121.78607 24.413862),24.413862,121.78607
Speed Camera,speed_camera,POINT (121.78618 24.401888),24.401888,121.78618
Speed Camera,speed_camera,POINT (121.80645 24.46758),24.46758,121.80645
Speed Camera,speed_camera,POINT (121.83616 24.536652),24.536652,121.83616
Speed Camera,speed_camera,POINT (121.836655 24.536793),24.536793,121.836655
Speed Camera,speed_camera,POINT (121.83988 24.547905),24.547905,121.83988
Speed Camera,speed_camera,POINT (121.84309 24.5618),24.5618,121.84309
Speed Camera,speed_camera,POINT (120.95332 24.86823),24.86823,120.95332
Speed Camera,speed_camera,POINT (120.97137 24.84157),24.84157,120.97137
Speed Camera,speed_camera,POINT (120.99152 24.863388),24.863388,120.99152
Speed Camera,speed_camera,POINT (120.99606 24.931686),24.931686,120.99606
Speed Camera,speed_camera,POINT (120.99748 24.826073),24.826073,120.99748
Speed Camera,speed_camera,POINT (121.002075 24.855177),24.855177,121.002075
Speed Camera,speed_camera,POINT (121.00238 24.831179),24.831179,121.00238
Speed Camera,speed_camera,POINT (121.00254 24.855085),24.855085,121.00254
Speed Camera,speed_camera,POINT (121.01772 24.812561),24.812561,121.01772
Speed Camera,speed_camera,POINT (121.03342 24.826258),24.826258,121.03342
Speed Camera,speed_camera,POINT (121.03497 24.812794),24.812794,121.03497
Speed Camera,speed_camera,POINT (121.05501 24.797277),24.797277,121.05501
Speed Camera,speed_camera,POINT (120.98595 24.697054),24.697054,120.98595
Speed Camera,speed_camera,POINT (120.99249 24.69987),24.69987,120.99249
Speed Camera,speed_camera,POINT (121.02924 24.779507),24.779507,121.02924
Speed Camera,speed_camera,POINT (121.029686 24.79777),24.79777,121.029686
Speed Camera,speed_camera,POINT (121.03005 24.787918),24.787918,121.03005
Speed Camera,speed_camera,POINT (121.03352 24.795456),24.795456,121.03352
Speed Camera,speed_camera,POINT (121.03471 24.697115),24.697115,121.03471
Speed Camera,speed_camera,POINT (121.078285 24.723764),24.723764,121.078285
Speed Camera,speed_camera,POINT (121.08006 24.747807),24.747807,121.08006
Speed Camera,speed_camera,POINT (121.08052 24.749659),24.749659,121.08052
Speed Camera,speed_camera,POINT (121.05021 24.826906),24.826906,121.05021
Speed Camera,speed_camera,POINT (121.05786 24.825338),24.825338,121.05786
Speed Camera,speed_camera,POINT (121.09389 24.822088),24.822088,121.09389
Speed Camera,speed_camera,POINT (121.115875 24.816027),24.816027,121.115875
Speed Camera,speed_camera,POINT (121.15133 24.805145),24.805145,121.15133
Speed Camera,speed_camera,POINT (121.17297 24.765247),24.765247,121.17297
Speed Camera,speed_camera,POINT (121.17617 24.775278),24.775278,121.17617
Speed Camera,speed_camera,POINT (121.18595 24.788391),24.788391,121.18595
Speed Camera,speed_camera,POINT (121.19896 24.811626),24.811626,121.19896
Speed Camera,speed_camera,POINT (120.99183 24.86469),24.86469,120.99183
Speed Camera,speed_camera,POINT (121.00688 24.8795),24.8795,121.00688
Speed Camera,speed_camera,POINT (121.02174 24.889975),24.889975,121.02174
Speed Camera,speed_camera,POINT (121.02346 24.885187),24.885187,121.02346
Speed Camera,speed_camera,POINT (121.03631 24.880438),24.880438,121.03631
Speed Camera,speed_camera,POINT (121.082695 24.886557),24.886557,121.082695
Speed Camera,speed_camera,POINT (120.991875 24.864685),24.864685,120.991875
Speed Camera,speed_camera,POINT (120.99692 24.932375),24.932375,120.99692
Speed Camera,speed_camera,POINT (0.0 0.0),0.0,0.0
Speed Camera,speed_camera,POINT (121.07388 24.774717),24.774717,121.07388
Speed Camera,speed_camera,POINT (121.08224 24.765705),24.765705,121.08224
Speed Camera,speed_camera,POINT (0.0 0.0),0.0,0.0
Speed Camera,speed_camera,POINT (121.11652 24.720446),24.720446,121.11652
Speed Camera,speed_camera,POINT (0.0 0.0),0.0,0.0
Speed Camera,speed_camera,POINT (120.95864 24.744226),24.744226,120.95864
Speed Camera,speed_camera,POINT (120.99643 24.766848),24.766848,120.99643
Speed Camera,speed_camera,POINT (121.033325 24.728348),24.728348,121.033325
Speed Camera,speed_camera,POINT (120.792854 24.522364),24.522364,120.792854
Speed Camera,speed_camera,POINT (120.80374 24.578798),24.578798,120.80374
Speed Camera,speed_camera,POINT (120.81373 24.557383),24.557383,120.81373
Speed Camera,speed_camera,POINT (120.813934 24.550495),24.550495,120.813934
Speed Camera,speed_camera,POINT (120.81526 24.590336),24.590336,120.81526
Speed Camera,speed_camera,POINT (120.81608 24.551743),24.551743,120.81608
Speed Camera,speed_camera,POINT (120.83144 24.551407),24.551407,120.83144
